hhid,eligible_members,formal_savers,informal_savers,savings_responses,savings_answered,savings_target,bank_access_count,mobile_money_access_count,assisted_banking_count,any_bank_access,any_mobile_money_access,any_assisted_banking,household_size,members_with_age,head_indiv,head_sex_code,head_age,state_code,lga_code,zone_code,urban_rural_code,state_name,working_age_members,members_any_work,members_income_activity,members_helped_income_activity,reported_main_job_earnings,total_reported_main_job_earnings,employment_rate,digital_age10_members,mobile_access_count,internet_access_count,any_mobile_access,any_internet_access,asset_items_listed,asset_types_owned,total_units_owned,total_current_asset_value,income_source_types_listed,income_source_types_received,total_reported_income_sources
10001,4,3,0,4,4,1,3,3,3,1,1,1,7.0,7.0,1.0,1.0,63.0,1.0,115.0,4.0,1.0,Abia,7,2,0,0,2,120000.0,0.2857142857142857,6,4,4,1,1,42,10,22.0,513000.0,7,0,0.0
10002,4,0,3,4,4,1,4,4,0,1,1,0,6.0,6.0,1.0,1.0,56.0,1.0,115.0,4.0,1.0,Abia,6,2,0,0,2,330000.0,0.3333333333333333,6,6,6,1,1,42,12,30.0,1101800.0,7,1,80000.0
10004,3,0,3,3,3,1,3,1,0,1,1,0,3.0,3.0,1.0,1.0,76.0,1.0,115.0,4.0,1.0,Abia,3,0,0,0,0,0.0,0.0,3,3,3,1,1,42,13,27.0,1085000.0,7,1,28600.0
10005,5,2,0,5,5,1,2,2,2,1,1,1,6.0,6.0,1.0,1.0,56.0,1.0,115.0,4.0,1.0,Abia,6,2,0,0,2,380000.0,0.3333333333333333,6,2,2,1,1,42,15,28.0,1306000.0,7,0,0.0
10008,5,2,0,5,5,1,5,5,0,1,1,0,7.0,7.0,1.0,1.0,68.0,1.0,115.0,4.0,1.0,Abia,7,3,0,0,3,270000.0,0.42857142857142855,7,5,5,1,1,42,9,20.0,322000.0,7,1,10000.0
10009,2,2,1,2,2,1,2,2,2,1,1,1,6.0,6.0,1.0,1.0,49.0,1.0,105.0,4.0,2.0,Abia,6,2,0,0,2,475000.0,0.3333333333333333,4,3,3,1,1,42,16,36.0,1374000.0,7,0,0.0
10010,3,3,0,3,3,1,3,3,0,1,1,0,3.0,3.0,1.0,1.0,72.0,1.0,115.0,4.0,1.0,Abia,3,1,0,0,1,100000.0,0.3333333333333333,3,3,3,1,1,42,13,29.0,1875500.0,7,1,164000.0
10031,4,2,0,4,4,1,2,2,2,1,1,1,5.0,5.0,1.0,1.0,53.0,1.0,111.0,4.0,1.0,Abia,5,2,0,0,2,55000.0,0.4,5,2,2,1,1,42,13,21.0,440000.0,7,0,0.0
10032,4,0,4,4,4,1,4,2,0,1,1,0,4.0,4.0,1.0,1.0,56.0,1.0,111.0,4.0,1.0,Abia,4,4,0,0,4,110000.0,1.0,4,4,4,1,1,42,13,23.0,306500.0,7,0,0.0
10033,1,1,1,1,1,1,1,0,0,1,0,0,2.0,2.0,2.0,2.0,55.0,1.0,111.0,4.0,1.0,Abia,2,1,0,0,1,3000.0,0.5,2,2,0,1,0,42,9,13.0,89000.0,7,1,15000.0
10034,2,1,1,2,2,1,2,1,0,1,1,0,3.0,3.0,2.0,2.0,59.0,1.0,111.0,4.0,1.0,Abia,3,2,0,0,2,2000.0,0.6666666666666666,2,2,1,1,1,42,14,17.0,134000.0,7,0,0.0
10035,2,1,0,2,2,1,2,2,1,1,1,1,2.0,2.0,1.0,1.0,73.0,1.0,111.0,4.0,1.0,Abia,2,1,0,0,1,10000.0,0.5,2,2,1,1,1,42,10,13.0,151800.0,7,0,0.0
10036,3,3,0,3,3,1,3,2,3,1,1,1,4.0,4.0,1.0,1.0,70.0,1.0,111.0,4.0,1.0,Abia,4,2,0,0,2,55000.0,0.5,3,3,3,1,1,42,9,13.0,152500.0,7,0,0.0
10037,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,75.0,1.0,111.0,4.0,1.0,Abia,1,1,0,0,1,8000.0,1.0,1,0,0,0,0,42,4,4.0,38000.0,7,1,5000.0
10038,2,2,0,2,2,1,2,2,0,1,1,0,2.0,2.0,1.0,1.0,64.0,1.0,111.0,4.0,1.0,Abia,2,0,1,0,1,20000.0,0.0,2,2,1,1,1,42,7,13.0,430000.0,7,1,2000.0
10040,1,0,0,1,1,0,1,1,0,1,1,0,1.0,1.0,1.0,1.0,44.0,10.0,1015.0,5.0,1.0,Delta,1,1,0,0,1,30000.0,1.0,1,1,1,1,1,42,13,16.0,595000.0,7,0,0.0
10051,2,2,0,2,2,1,2,2,2,1,1,1,5.0,5.0,2.0,1.0,48.0,1.0,102.0,4.0,1.0,Abia,4,2,0,0,2,200000.0,0.5,3,3,3,1,1,42,14,26.0,270500.0,7,0,0.0
10052,4,0,0,4,4,0,3,0,0,1,0,0,7.0,7.0,1.0,1.0,51.0,14.0,1412.0,4.0,2.0,Enugu,7,2,0,0,2,90000.0,0.2857142857142857,6,5,2,1,1,42,11,17.0,121000.0,7,0,0.0
10053,2,0,2,2,2,1,2,0,0,1,0,0,,,,,,,,,,,3,2,0,0,2,52000.0,0.6666666666666666,2,2,2,1,1,42,12,16.0,222500.0,7,0,0.0
10054,5,5,3,5,5,1,5,4,4,1,1,1,9.0,9.0,1.0,1.0,75.0,1.0,102.0,4.0,1.0,Abia,8,3,0,0,3,255000.0,0.375,6,6,5,1,1,42,20,53.0,843000.0,7,1,30000.0
10055,4,2,0,4,4,1,2,0,0,1,0,0,5.0,5.0,1.0,1.0,60.0,1.0,102.0,4.0,1.0,Abia,5,2,0,0,2,30000.0,0.4,5,3,2,1,1,42,16,30.0,543500.0,7,0,0.0
10056,3,2,2,3,3,1,2,2,2,1,1,1,4.0,4.0,201.0,1.0,42.0,1.0,102.0,4.0,1.0,Abia,4,0,0,0,0,0.0,0.0,3,3,1,1,1,42,10,12.0,293200.0,7,0,0.0
10057,6,1,3,6,6,1,4,0,0,1,0,0,6.0,6.0,701.0,1.0,65.0,1.0,102.0,4.0,1.0,Abia,6,5,0,0,5,26500.0,0.8333333333333334,6,6,3,1,1,42,14,22.0,181000.0,7,0,0.0
10058,2,1,1,2,2,1,1,0,0,1,0,0,3.0,3.0,1.0,1.0,80.0,1.0,102.0,4.0,1.0,Abia,3,1,0,0,1,25000.0,0.3333333333333333,2,1,0,1,0,42,6,12.0,67800.0,7,1,500000.0
10059,2,2,1,2,2,1,2,2,0,1,1,0,1.0,1.0,3.0,1.0,28.0,1.0,115.0,4.0,1.0,Abia,2,2,0,0,2,6500.0,1.0,2,2,2,1,1,42,8,12.0,125500.0,7,0,0.0
10060,3,2,2,3,3,1,3,0,0,1,0,0,4.0,4.0,1.0,1.0,65.0,1.0,102.0,4.0,1.0,Abia,4,3,0,0,3,71000.0,0.75,4,4,3,1,1,42,11,20.0,93300.0,7,0,0.0
10061,6,4,4,6,6,1,4,4,4,1,1,1,8.0,8.0,1.0,1.0,47.0,1.0,107.0,4.0,2.0,Abia,8,5,0,0,4,60000.0,0.625,8,8,2,1,1,42,9,21.0,202600.0,7,0,0.0
10062,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,68.0,1.0,107.0,4.0,2.0,Abia,1,1,0,0,0,0.0,1.0,1,1,0,1,0,42,4,8.0,28500.0,7,0,0.0
10063,4,0,3,4,4,1,1,0,0,1,0,0,6.0,6.0,6.0,1.0,60.0,1.0,107.0,4.0,2.0,Abia,5,4,0,0,4,30000.0,0.8,4,2,0,1,0,42,7,14.0,56000.0,7,0,0.0
10064,3,0,0,3,3,0,2,0,0,1,0,0,3.0,3.0,1.0,1.0,72.0,1.0,107.0,4.0,2.0,Abia,3,3,0,0,3,60000.0,1.0,3,2,1,1,1,42,7,12.0,76500.0,7,0,0.0
10065,1,1,1,1,1,1,1,0,0,1,0,0,1.0,1.0,2.0,2.0,59.0,1.0,106.0,4.0,1.0,Abia,2,1,0,0,1,3000.0,0.5,1,1,0,1,0,42,8,10.0,59500.0,7,1,7000.0
10066,1,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2.0,2.0,59.0,1.0,107.0,4.0,2.0,Abia,1,1,0,0,1,10000.0,1.0,1,1,0,1,0,42,6,16.0,54500.0,7,0,0.0
10067,2,0,1,2,2,1,0,0,0,0,0,0,2.0,2.0,1.0,1.0,81.0,1.0,107.0,4.0,2.0,Abia,3,1,0,0,1,40000.0,0.3333333333333333,3,2,0,1,0,42,6,14.0,82200.0,7,0,0.0
10068,2,2,2,2,2,1,2,1,2,1,1,1,6.0,6.0,3.0,1.0,38.0,1.0,114.0,4.0,2.0,Abia,4,2,0,0,1,10000.0,0.5,2,2,1,1,1,42,7,7.0,154000.0,7,0,0.0
10069,3,2,3,3,3,1,2,0,0,1,0,0,4.0,4.0,1.0,2.0,99.0,1.0,107.0,4.0,2.0,Abia,4,2,0,0,1,50000.0,0.5,4,3,0,1,0,42,6,16.0,71800.0,7,0,0.0
10070,2,1,1,2,2,1,1,0,0,1,0,0,3.0,3.0,2.0,2.0,56.0,1.0,107.0,4.0,2.0,Abia,3,1,0,0,0,0.0,0.3333333333333333,3,3,0,1,0,42,7,12.0,84800.0,7,0,0.0
10072,4,4,0,4,4,1,4,4,2,1,1,1,5.0,5.0,1.0,1.0,52.0,1.0,117.0,4.0,2.0,Abia,6,4,0,0,4,100000.0,0.6666666666666666,6,4,4,1,1,42,4,7.0,21500.0,7,0,0.0
10073,2,0,0,2,2,0,0,0,0,0,0,0,2.0,2.0,1.0,2.0,59.0,1.0,117.0,4.0,2.0,Abia,2,1,0,0,1,8000.0,0.5,2,2,0,1,0,42,3,5.0,8500.0,7,0,0.0
10074,2,0,2,2,2,1,2,0,0,1,0,0,4.0,4.0,2.0,1.0,50.0,1.0,117.0,4.0,2.0,Abia,4,2,0,0,2,9000.0,0.5,4,4,0,1,0,42,7,12.0,48000.0,7,0,0.0
10075,2,1,0,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,2.0,78.0,1.0,117.0,4.0,2.0,Abia,2,2,0,0,2,38500.0,1.0,2,1,1,1,1,42,6,9.0,35700.0,7,0,0.0
10076,3,2,0,3,3,1,2,2,0,1,1,0,3.0,3.0,2.0,2.0,58.0,1.0,117.0,4.0,2.0,Abia,3,2,0,0,1,0.0,0.6666666666666666,3,3,1,1,1,42,5,9.0,78500.0,7,2,60000.0
10077,1,0,1,1,1,1,1,0,0,1,0,0,1.0,1.0,2.0,1.0,42.0,1.0,117.0,4.0,2.0,Abia,1,1,0,0,1,2000.0,1.0,1,1,0,1,0,42,4,5.0,17000.0,7,0,0.0
10078,5,2,0,5,5,1,2,3,0,1,1,0,5.0,5.0,1301.0,1.0,58.0,1.0,117.0,4.0,2.0,Abia,5,2,0,0,2,45000.0,0.4,5,2,1,1,1,42,5,9.0,105500.0,7,1,10000.0
10079,2,2,0,2,2,1,2,2,0,1,1,0,1.0,1.0,2.0,2.0,62.0,1.0,117.0,4.0,2.0,Abia,4,0,0,0,1,20000.0,0.0,2,2,1,1,1,42,11,25.0,256500.0,7,2,70000.0
10080,2,1,2,2,2,1,2,0,1,1,0,1,2.0,2.0,1.0,2.0,62.0,1.0,117.0,4.0,2.0,Abia,2,2,0,0,2,25000.0,1.0,2,2,0,1,0,42,4,8.0,22800.0,7,0,0.0
10091,2,0,0,2,2,0,1,2,2,1,1,1,2.0,2.0,2.0,2.0,79.0,1.0,105.0,4.0,2.0,Abia,2,2,0,0,2,7000.0,1.0,2,2,2,1,1,42,10,19.0,180000.0,7,0,0.0
10092,3,1,1,3,3,1,1,0,1,1,0,1,7.0,7.0,1.0,2.0,71.0,1.0,105.0,4.0,2.0,Abia,7,6,0,0,6,10000.0,0.8571428571428571,6,6,1,1,1,42,9,14.0,45500.0,7,1,55000.0
10094,6,2,3,6,6,1,4,2,0,1,1,0,8.0,8.0,1.0,1.0,57.0,1.0,105.0,4.0,2.0,Abia,8,6,0,0,6,60000.0,0.75,8,8,3,1,1,42,13,22.0,94000.0,7,0,0.0
10096,4,2,2,4,4,1,3,2,0,1,1,0,4.0,4.0,3.0,2.0,75.0,1.0,105.0,4.0,2.0,Abia,4,1,0,0,1,2000.0,0.25,4,4,2,1,1,42,7,11.0,89500.0,7,0,0.0
10097,5,1,0,5,5,1,1,3,1,1,1,1,7.0,7.0,1302.0,1.0,45.0,1.0,105.0,4.0,2.0,Abia,8,5,0,0,5,90000.0,0.625,7,4,2,1,1,42,5,12.0,19000.0,7,0,0.0
10099,1,1,0,1,1,1,1,1,0,1,1,0,,,,,,,,,,,1,1,0,0,0,0.0,1.0,1,1,0,1,0,42,6,10.0,81000.0,7,1,5000.0
10100,2,1,0,2,2,1,1,1,0,1,1,0,2.0,2.0,1.0,1.0,90.0,1.0,105.0,4.0,2.0,Abia,3,1,0,0,1,12000.0,0.3333333333333333,3,1,0,1,0,42,4,7.0,25500.0,7,1,15000.0
10102,1,0,0,1,1,0,0,0,1,0,0,1,1.0,1.0,1.0,2.0,79.0,1.0,108.0,4.0,2.0,Abia,1,1,0,0,1,5000.0,1.0,1,0,0,0,0,42,3,4.0,14500.0,7,0,0.0
10103,4,1,3,4,4,1,3,1,0,1,1,0,7.0,7.0,1.0,1.0,84.0,1.0,108.0,4.0,2.0,Abia,6,2,0,0,2,65000.0,0.3333333333333333,5,5,2,1,1,42,13,20.0,117500.0,7,0,0.0
10104,2,0,0,2,2,0,1,0,1,1,0,1,2.0,2.0,1.0,2.0,92.0,1.0,108.0,4.0,2.0,Abia,2,1,0,0,1,0.0,0.5,2,1,0,1,0,42,2,4.0,7500.0,7,0,0.0
10105,4,0,1,4,4,1,4,2,0,1,1,0,4.0,4.0,1.0,2.0,44.0,1.0,108.0,4.0,2.0,Abia,4,2,0,0,2,7000.0,0.5,4,4,3,1,1,42,5,11.0,42000.0,7,0,0.0
10106,6,2,2,6,6,1,3,3,4,1,1,1,5.0,5.0,1.0,2.0,71.0,1.0,108.0,4.0,2.0,Abia,6,4,0,0,4,16500.0,0.6666666666666666,6,5,3,1,1,42,5,10.0,86000.0,7,0,0.0
10107,3,1,1,3,3,1,2,2,3,1,1,1,1.0,1.0,1.0,1.0,91.0,1.0,108.0,4.0,2.0,Abia,3,1,0,0,1,4000.0,0.3333333333333333,3,3,3,1,1,42,6,12.0,208000.0,7,0,0.0
10108,2,2,0,2,2,1,2,2,0,1,1,0,6.0,6.0,4.0,1.0,55.0,1.0,108.0,4.0,2.0,Abia,6,3,0,0,0,0.0,0.5,4,2,0,1,0,42,3,6.0,16400.0,7,1,6000.0
10109,5,5,0,5,5,1,5,5,0,1,1,0,4.0,4.0,1.0,1.0,60.0,1.0,108.0,4.0,2.0,Abia,5,4,0,0,4,100000.0,0.8,5,5,4,1,1,42,17,45.0,505000.0,7,1,50000.0
10110,3,0,0,3,3,0,0,2,2,0,1,1,5.0,5.0,1.0,2.0,65.0,1.0,108.0,4.0,2.0,Abia,5,3,0,0,2,22000.0,0.6,4,2,1,1,1,42,9,14.0,203200.0,7,1,10000.0
19001,2,2,0,2,2,1,2,2,2,1,1,1,3.0,3.0,1.0,2.0,54.0,1.0,102.0,4.0,1.0,Abia,3,1,0,0,1,55000.0,0.3333333333333333,2,2,2,1,1,42,12,24.0,153500.0,7,0,0.0
19002,4,2,0,4,4,1,2,2,2,1,1,1,5.0,5.0,2.0,2.0,41.0,1.0,102.0,4.0,1.0,Abia,5,1,0,0,1,20000.0,0.2,4,2,2,1,1,42,9,19.0,109000.0,7,0,0.0
19005,3,2,0,3,3,1,2,2,2,1,1,1,5.0,5.0,1.0,1.0,55.0,1.0,102.0,4.0,1.0,Abia,5,2,0,0,2,115000.0,0.4,5,2,2,1,1,42,14,21.0,158500.0,7,0,0.0
19006,3,1,2,3,3,1,2,0,0,1,0,0,4.0,4.0,1.0,1.0,46.0,1.0,102.0,4.0,1.0,Abia,4,3,0,0,3,17000.0,0.75,3,3,2,1,1,42,12,17.0,161800.0,7,0,0.0
19007,1,0,1,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,1.0,36.0,1.0,102.0,4.0,1.0,Abia,1,1,0,0,1,2000.0,1.0,1,1,1,1,1,42,5,6.0,54000.0,7,0,0.0
19008,3,1,1,3,3,1,3,0,0,1,0,0,4.0,4.0,1.0,1.0,49.0,1.0,102.0,4.0,1.0,Abia,4,1,0,0,1,5000.0,0.25,3,3,3,1,1,42,9,12.0,382000.0,7,0,0.0
19010,3,2,0,3,3,1,2,2,0,1,1,0,3.0,3.0,1.0,2.0,49.0,1.0,102.0,4.0,1.0,Abia,3,0,1,0,1,10000.0,0.0,3,2,1,1,1,42,6,8.0,63000.0,7,2,7500.0
19012,2,2,0,2,2,1,2,2,0,1,1,0,2.0,2.0,1.0,1.0,32.0,1.0,102.0,4.0,1.0,Abia,2,0,2,0,2,35000.0,0.0,2,2,2,1,1,42,13,22.0,208500.0,7,0,0.0
19015,2,0,2,2,2,1,2,0,1,1,0,1,6.0,6.0,1.0,1.0,44.0,1.0,102.0,4.0,1.0,Abia,6,2,0,0,2,30000.0,0.3333333333333333,4,0,1,0,1,42,7,9.0,108500.0,7,0,0.0
19017,4,0,2,4,4,1,2,0,0,1,0,0,8.0,8.0,1.0,1.0,48.0,14.0,1412.0,4.0,1.0,Enugu,8,2,0,0,2,30000.0,0.25,6,3,1,1,1,42,7,13.0,509000.0,7,0,0.0
19018,4,1,2,4,4,1,0,0,0,0,0,0,5.0,5.0,1.0,2.0,66.0,1.0,102.0,4.0,1.0,Abia,5,1,0,0,1,70000.0,0.2,5,5,3,1,1,42,9,17.0,192800.0,7,0,0.0
19019,2,0,0,2,2,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,36.0,4.0,402.0,4.0,1.0,Anambra,2,2,0,0,2,10000.0,1.0,2,2,0,1,0,42,12,18.0,159000.0,7,0,0.0
19020,2,0,1,2,2,1,2,0,0,1,0,0,6.0,6.0,1.0,1.0,52.0,1.0,102.0,4.0,1.0,Abia,5,2,0,0,2,11000.0,0.4,4,2,0,1,0,42,10,11.0,109500.0,7,0,0.0
19023,4,0,0,4,4,0,4,0,2,1,0,1,4.0,4.0,6.0,1.0,38.0,1.0,102.0,4.0,1.0,Abia,4,3,0,0,3,43500.0,0.75,4,3,3,1,1,42,11,25.0,286000.0,7,0,0.0
19024,4,2,2,4,4,1,2,0,0,1,0,0,5.0,5.0,1.0,1.0,59.0,1.0,102.0,4.0,1.0,Abia,6,2,0,0,2,17000.0,0.3333333333333333,6,3,0,1,0,42,11,21.0,243500.0,7,0,0.0
19025,5,4,4,5,5,1,4,5,2,1,1,1,5.0,5.0,1.0,1.0,64.0,1.0,102.0,4.0,1.0,Abia,5,3,0,0,3,60000.0,0.6,5,5,5,1,1,42,19,37.0,1354000.0,7,1,180000.0
19026,4,2,3,4,4,1,2,4,3,1,1,1,4.0,4.0,2.0,2.0,52.0,1.0,102.0,4.0,1.0,Abia,4,4,0,0,4,107000.0,1.0,4,4,2,1,1,42,11,19.0,175000.0,7,1,800000.0
19029,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,2.0,62.0,1.0,102.0,4.0,1.0,Abia,1,1,0,0,1,30000.0,1.0,1,1,0,1,0,42,12,16.0,238700.0,7,2,71000.0
19031,4,0,1,4,4,1,2,1,0,1,1,0,5.0,5.0,1.0,1.0,73.0,1.0,102.0,4.0,1.0,Abia,5,1,0,0,1,20000.0,0.2,4,4,0,1,0,42,13,20.0,280900.0,7,0,0.0
19032,4,1,2,4,4,1,2,0,0,1,0,0,6.0,6.0,1.0,1.0,55.0,1.0,102.0,4.0,1.0,Abia,5,2,0,0,2,50000.0,0.4,5,2,2,1,1,42,15,20.0,339500.0,7,0,0.0
19033,4,2,2,4,4,1,4,0,1,1,0,1,4.0,4.0,1.0,1.0,73.0,1.0,102.0,4.0,1.0,Abia,5,2,0,0,2,44000.0,0.4,5,4,4,1,1,42,12,25.0,310800.0,7,0,0.0
19035,5,3,2,5,5,1,3,2,0,1,1,0,3.0,3.0,1.0,1.0,45.0,1.0,102.0,4.0,1.0,Abia,5,2,0,0,2,185000.0,0.4,5,5,4,1,1,42,18,41.0,848500.0,7,2,165000.0
19036,2,2,2,2,2,1,2,2,0,1,1,0,5.0,5.0,1.0,1.0,53.0,1.0,102.0,4.0,1.0,Abia,5,2,0,0,2,100000.0,0.4,4,3,2,1,1,42,13,25.0,454000.0,7,0,0.0
19037,3,2,1,3,3,1,2,2,2,1,1,1,4.0,4.0,5.0,1.0,62.0,1.0,104.0,4.0,2.0,Abia,4,1,0,0,1,85000.0,0.25,4,2,2,1,1,42,12,14.0,299500.0,7,0,0.0
19038,1,0,1,1,1,1,0,0,1,0,0,1,2.0,2.0,1.0,2.0,76.0,1.0,104.0,4.0,2.0,Abia,2,2,0,0,2,3500.0,1.0,1,1,0,1,0,42,4,7.0,23000.0,7,0,0.0
19039,2,1,1,2,2,1,2,2,0,1,1,0,1.0,1.0,3.0,1.0,30.0,1.0,104.0,4.0,2.0,Abia,2,2,0,0,2,30000.0,1.0,2,1,0,1,0,42,5,7.0,51500.0,7,1,5000.0
19040,2,1,0,2,2,1,2,2,0,1,1,0,1.0,1.0,1.0,1.0,35.0,1.0,104.0,4.0,2.0,Abia,2,1,0,0,1,15000.0,0.5,2,2,0,1,0,42,5,8.0,49000.0,7,1,10000.0
19041,1,1,1,1,1,1,1,0,0,1,0,0,1.0,1.0,1.0,1.0,38.0,1.0,104.0,4.0,2.0,Abia,1,1,0,0,1,4000.0,1.0,1,1,0,1,0,42,8,11.0,84000.0,7,0,0.0
19043,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,64.0,1.0,104.0,4.0,2.0,Abia,1,1,0,0,1,4000.0,1.0,1,1,0,1,0,42,3,3.0,18000.0,7,0,0.0
19044,1,0,0,1,1,0,1,1,0,1,1,0,1.0,1.0,101.0,1.0,24.0,1.0,104.0,4.0,2.0,Abia,1,1,0,0,1,12000.0,1.0,1,1,1,1,1,42,12,13.0,303000.0,7,1,20000.0
19045,2,2,1,2,2,1,2,2,1,1,1,1,3.0,3.0,2.0,2.0,43.0,1.0,104.0,4.0,2.0,Abia,4,1,0,0,1,5000.0,0.25,2,2,2,1,1,42,10,12.0,239000.0,7,0,0.0
19047,2,1,0,2,2,1,1,2,2,1,1,1,3.0,3.0,1.0,1.0,65.0,1.0,104.0,4.0,2.0,Abia,3,2,0,0,2,45000.0,0.6666666666666666,2,2,2,1,1,42,11,21.0,124000.0,7,0,0.0
19048,4,0,1,4,4,1,1,0,0,1,0,0,2.0,2.0,1.0,2.0,75.0,1.0,104.0,4.0,2.0,Abia,7,3,0,0,1,39000.0,0.42857142857142855,6,5,2,1,1,42,10,15.0,54700.0,7,0,0.0
19049,2,0,2,2,2,1,0,0,2,0,0,1,6.0,6.0,1.0,1.0,37.0,1.0,104.0,4.0,2.0,Abia,5,2,0,0,2,9000.0,0.4,2,2,0,1,0,42,6,8.0,40000.0,7,0,0.0
19050,2,2,2,2,2,1,1,1,1,1,1,1,5.0,5.0,1.0,1.0,40.0,1.0,104.0,4.0,2.0,Abia,5,1,1,0,2,3800.0,0.2,3,2,1,1,1,42,5,7.0,40000.0,7,0,0.0
19051,3,1,0,3,3,1,1,2,2,1,1,1,3.0,3.0,5101.0,1.0,70.0,1.0,104.0,4.0,2.0,Abia,4,4,0,0,3,53000.0,1.0,3,2,0,1,0,42,6,10.0,33000.0,7,1,52000.0
19052,6,2,1,6,6,1,5,5,5,1,1,1,6.0,6.0,1.0,1.0,65.0,1.0,104.0,4.0,2.0,Abia,6,1,0,0,1,48500.0,0.16666666666666666,6,5,5,1,1,42,7,10.0,353000.0,7,0,0.0
19054,1,1,0,1,1,1,1,1,0,1,1,0,1.0,1.0,2.0,2.0,63.0,1.0,104.0,4.0,2.0,Abia,1,1,0,0,1,10000.0,1.0,1,1,1,1,1,42,14,30.0,525600.0,7,3,130000.0
19055,4,3,1,4,4,1,2,0,1,1,0,1,5.0,5.0,1.0,1.0,50.0,1.0,104.0,4.0,2.0,Abia,6,4,0,0,4,43000.0,0.6666666666666666,6,4,0,1,0,42,12,18.0,176500.0,7,0,0.0
19056,2,1,1,2,2,1,1,0,1,1,0,1,1.0,1.0,1.0,2.0,87.0,1.0,104.0,4.0,2.0,Abia,2,1,0,0,1,25000.0,0.5,2,2,0,1,0,42,5,10.0,26000.0,7,0,0.0
19058,2,1,0,2,2,1,1,2,2,1,1,1,6.0,6.0,1.0,1.0,51.0,1.0,104.0,4.0,2.0,Abia,5,2,0,0,2,50000.0,0.4,3,2,2,1,1,42,5,8.0,78000.0,7,0,0.0
19061,2,0,1,2,2,1,0,0,0,0,0,0,2.0,2.0,1.0,2.0,70.0,1.0,107.0,4.0,2.0,Abia,2,2,0,0,2,4000.0,1.0,2,1,0,1,0,42,8,12.0,446500.0,7,0,0.0
19062,2,0,2,2,2,1,2,0,0,1,0,0,5.0,5.0,3.0,1.0,36.0,1.0,107.0,4.0,2.0,Abia,4,2,0,0,2,18000.0,0.5,2,2,2,1,1,42,10,14.0,207500.0,7,0,0.0
19063,1,0,0,1,1,0,1,0,0,1,0,0,1.0,1.0,1.0,2.0,71.0,1.0,107.0,4.0,2.0,Abia,1,0,0,0,0,0.0,0.0,1,1,0,1,0,42,10,15.0,98500.0,7,0,0.0
19064,2,0,0,2,2,0,0,2,0,0,1,0,3.0,3.0,1.0,1.0,66.0,1.0,107.0,4.0,2.0,Abia,2,1,0,0,1,0.0,0.5,2,2,0,1,0,42,5,5.0,32000.0,7,0,0.0
19066,3,0,0,3,3,0,0,3,0,0,1,0,6.0,6.0,1.0,1.0,55.0,1.0,107.0,4.0,2.0,Abia,6,2,0,1,2,2500.0,0.3333333333333333,4,4,1,1,1,42,7,14.0,77700.0,7,0,0.0
19068,2,2,2,2,2,1,1,0,0,1,0,0,4.0,4.0,1.0,1.0,40.0,1.0,107.0,4.0,2.0,Abia,4,2,0,0,0,0.0,0.5,2,2,0,1,0,42,8,13.0,99000.0,7,0,0.0
19069,2,2,2,2,2,1,2,0,0,1,0,0,3.0,3.0,1.0,1.0,58.0,1.0,107.0,4.0,2.0,Abia,3,2,0,0,1,100000.0,0.6666666666666666,3,3,0,1,0,42,11,22.0,248300.0,7,0,0.0
19070,5,1,5,5,5,1,1,0,0,1,0,0,4.0,4.0,1.0,1.0,79.0,1.0,107.0,4.0,2.0,Abia,5,3,0,0,1,50000.0,0.6,5,5,1,1,1,42,9,22.0,110500.0,7,0,0.0
19071,6,1,2,6,6,1,1,0,0,1,0,0,7.0,7.0,1.0,1.0,52.0,1.0,107.0,4.0,2.0,Abia,7,2,0,0,1,120000.0,0.2857142857142857,6,6,0,1,0,42,8,23.0,229500.0,7,0,0.0
19072,4,2,2,4,4,1,2,0,0,1,0,0,4.0,4.0,1.0,1.0,80.0,1.0,107.0,4.0,2.0,Abia,4,3,0,0,2,135000.0,0.75,4,3,2,1,1,42,15,36.0,252600.0,7,1,50000.0
19073,7,5,6,7,7,1,5,6,3,1,1,1,11.0,11.0,1.0,1.0,70.0,1.0,107.0,4.0,2.0,Abia,9,4,1,0,2,35000.0,0.4444444444444444,7,7,0,1,0,42,9,33.0,91000.0,7,0,0.0
19075,3,1,1,3,3,1,1,2,1,1,1,1,4.0,4.0,1.0,1.0,76.0,1.0,107.0,4.0,2.0,Abia,4,2,0,0,1,8000.0,0.5,3,3,0,1,0,42,9,19.0,135500.0,7,0,0.0
19076,3,1,0,3,3,1,0,3,1,0,1,1,7.0,7.0,2.0,2.0,65.0,1.0,107.0,4.0,2.0,Abia,6,3,0,0,3,4500.0,0.5,4,4,0,1,0,42,6,10.0,20900.0,7,1,35000.0
19077,3,1,1,3,3,1,2,0,0,1,0,0,,,,,,,,,,,4,4,0,0,4,27000.0,1.0,4,2,0,1,0,42,7,9.0,67500.0,7,0,0.0
