hhid,eligible_members,formal_savers,informal_savers,savings_responses,savings_answered,savings_target,bank_access_count,mobile_money_access_count,assisted_banking_count,any_bank_access,any_mobile_money_access,any_assisted_banking,household_size,members_with_age,head_indiv,head_sex_code,head_age,state_code,lga_code,zone_code,urban_rural_code,state_name,working_age_members,members_any_work,members_income_activity,members_helped_income_activity,reported_main_job_earnings,total_reported_main_job_earnings,employment_rate,digital_age10_members,mobile_access_count,internet_access_count,any_mobile_access,any_internet_access,asset_items_listed,asset_types_owned,total_units_owned,total_current_asset_value,income_source_types_listed,income_source_types_received,total_reported_income_sources
249232,2,0,0,2,2,0,2,0,0,1,0,0,4.0,4.0,1.0,1.0,37.0,24.0,2409.0,6.0,1.0,Lagos,4,2,0,0,2,330000.0,0.5,3,3,2,1,1,42,18,37.0,3482000.0,7,0,0.0
249233,2,0,0,2,2,0,2,0,2,1,0,1,4.0,4.0,1.0,1.0,41.0,24.0,2420.0,6.0,1.0,Lagos,3,1,0,0,1,200000.0,0.3333333333333333,2,2,2,1,1,42,13,18.0,1706000.0,7,1,25000.0
249234,5,0,0,5,5,0,4,0,3,1,0,1,5.0,5.0,2.0,2.0,50.0,24.0,2420.0,6.0,1.0,Lagos,5,1,0,0,1,150000.0,0.2,5,5,5,1,1,42,10,19.0,88000.0,7,2,325000.0
249235,4,0,0,4,4,0,3,0,1,1,0,1,5.0,5.0,1.0,1.0,51.0,24.0,2420.0,6.0,1.0,Lagos,5,2,0,0,2,330000.0,0.4,5,3,3,1,1,42,18,27.0,1731000.0,7,0,0.0
249236,5,4,1,5,5,1,4,3,0,1,1,0,5.0,5.0,1.0,1.0,58.0,24.0,2420.0,6.0,1.0,Lagos,5,4,0,0,4,360000.0,0.8,5,5,5,1,1,42,14,27.0,911000.0,7,0,0.0
249238,2,1,1,2,2,1,2,2,0,1,1,0,4.0,4.0,1.0,1.0,43.0,27.0,2707.0,6.0,1.0,Ogun,3,2,0,0,2,500000.0,0.6666666666666666,2,2,2,1,1,42,21,37.0,492000.0,7,0,0.0
249239,3,3,1,3,3,1,3,1,0,1,1,0,5.0,5.0,1.0,2.0,70.0,24.0,2420.0,6.0,1.0,Lagos,5,2,0,0,2,50000.0,0.4,5,3,4,1,1,42,12,24.0,268000.0,7,0,0.0
249240,2,0,0,2,2,0,2,1,0,1,1,0,5.0,5.0,1.0,1.0,45.0,24.0,2420.0,6.0,1.0,Lagos,4,2,0,0,2,200000.0,0.5,4,2,2,1,1,42,13,21.0,225000.0,7,0,0.0
249241,1,0,0,1,1,0,1,0,0,1,0,0,2.0,2.0,1.0,2.0,61.0,27.0,2707.0,6.0,1.0,Ogun,2,1,0,0,1,150000.0,0.5,2,2,0,1,0,42,17,24.0,273000.0,7,0,0.0
249242,1,0,1,1,1,1,0,0,1,0,0,1,1.0,1.0,5101.0,1.0,42.0,24.0,2401.0,6.0,1.0,Lagos,2,1,0,0,1,20000.0,0.5,2,1,0,1,0,42,2,2.0,9000.0,7,0,0.0
249243,3,0,0,3,3,0,2,1,0,1,1,0,6.0,6.0,1.0,1.0,41.0,24.0,2401.0,6.0,1.0,Lagos,6,2,0,0,2,150000.0,0.3333333333333333,4,2,2,1,1,42,13,24.0,390000.0,7,0,0.0
249244,1,0,0,1,1,0,1,0,0,1,0,0,1.0,1.0,1.0,1.0,45.0,24.0,2401.0,6.0,1.0,Lagos,1,1,0,0,1,4000.0,1.0,1,1,0,1,0,42,3,3.0,6000.0,7,0,0.0
249247,4,0,1,4,4,1,2,0,2,1,0,1,4.0,4.0,1.0,1.0,59.0,24.0,2403.0,6.0,1.0,Lagos,4,2,0,0,2,32500.0,0.5,4,2,2,1,1,42,13,21.0,210000.0,7,0,0.0
249250,2,2,2,2,2,1,2,2,2,1,1,1,4.0,4.0,1.0,1.0,50.0,24.0,2404.0,6.0,1.0,Lagos,3,1,0,0,1,25000.0,0.3333333333333333,2,2,2,1,1,42,9,10.0,126000.0,7,0,0.0
249253,3,0,0,3,3,0,2,2,0,1,1,0,1.0,1.0,1.0,1.0,54.0,23.0,2310.0,1.0,1.0,Kwara,6,2,0,0,2,52000.0,0.3333333333333333,5,5,0,1,0,42,8,12.0,45000.0,7,0,0.0
249257,4,0,0,4,4,0,3,0,3,1,0,1,4.0,4.0,1.0,1.0,67.0,24.0,2410.0,6.0,1.0,Lagos,4,2,0,0,2,42000.0,0.5,4,3,2,1,1,42,7,14.0,166000.0,7,1,850000.0
249258,3,2,0,3,3,1,3,3,0,1,1,0,4.0,4.0,1.0,1.0,48.0,24.0,2410.0,6.0,1.0,Lagos,4,2,0,0,2,135000.0,0.5,4,3,3,1,1,42,13,18.0,364500.0,7,2,500000.0
249264,2,2,2,2,2,1,2,2,0,1,1,0,3.0,3.0,1.0,2.0,66.0,24.0,2416.0,6.0,1.0,Lagos,3,1,0,0,1,50000.0,0.3333333333333333,3,3,2,1,1,42,12,17.0,365000.0,7,1,100000.0
249267,3,0,1,3,3,1,3,1,2,1,1,1,3.0,3.0,1.0,1.0,85.0,24.0,2418.0,6.0,1.0,Lagos,3,1,0,0,1,120000.0,0.3333333333333333,3,3,3,1,1,42,16,36.0,4610000.0,7,3,4840000.0
249275,2,2,0,2,2,1,2,0,0,1,0,0,1.0,1.0,1.0,1.0,100.0,24.0,2420.0,6.0,1.0,Lagos,2,1,0,0,1,50000.0,0.5,2,2,0,1,0,42,12,18.0,393800.0,7,1,1200000.0
249276,3,3,1,3,3,1,3,3,3,1,1,1,3.0,3.0,1.0,2.0,62.0,24.0,2420.0,6.0,1.0,Lagos,3,2,0,0,2,350000.0,0.6666666666666666,3,3,3,1,1,42,12,22.0,1085000.0,7,0,0.0
249278,2,1,0,2,2,1,1,0,0,1,0,0,2.0,2.0,1.0,1.0,79.0,24.0,2420.0,6.0,1.0,Lagos,2,0,0,0,0,0.0,0.0,2,0,0,0,0,42,8,12.0,89000.0,7,0,0.0
249279,2,2,1,2,2,1,2,1,1,1,1,1,2.0,2.0,1.0,1.0,74.0,24.0,2403.0,6.0,1.0,Lagos,2,0,0,0,0,0.0,0.0,2,2,1,1,1,42,10,14.0,175500.0,7,0,0.0
250011,6,0,0,6,6,0,3,0,0,1,0,0,6.0,6.0,1.0,1.0,52.0,25.0,2504.0,1.0,2.0,Nasarawa,6,4,0,0,3,240000.0,0.6666666666666666,6,6,5,1,1,42,9,25.0,336000.0,7,0,0.0
250012,3,0,0,3,3,0,2,0,0,1,0,0,4.0,4.0,1.0,1.0,50.0,25.0,2504.0,1.0,2.0,Nasarawa,4,4,0,0,1,25000.0,1.0,4,2,0,1,0,42,7,17.0,288500.0,7,0,0.0
250013,2,0,0,2,2,0,1,0,0,1,0,0,3.0,3.0,2.0,2.0,49.0,25.0,2504.0,1.0,2.0,Nasarawa,3,2,0,0,2,50000.0,0.6666666666666666,3,2,1,1,1,42,5,10.0,200000.0,7,1,20000.0
250014,3,1,0,3,3,1,3,0,0,1,0,0,4.0,4.0,2.0,2.0,53.0,25.0,2504.0,1.0,2.0,Nasarawa,4,2,1,0,2,86000.0,0.5,4,4,3,1,1,42,13,23.0,245500.0,7,1,10000.0
250015,3,3,1,3,3,1,3,0,0,1,0,0,7.0,7.0,1.0,1.0,51.0,18.0,1802.0,3.0,2.0,Kaduna,7,2,0,0,2,288000.0,0.2857142857142857,7,6,1,1,1,42,12,20.0,343300.0,7,0,0.0
250016,4,0,0,4,4,0,3,0,0,1,0,0,5.0,5.0,2.0,2.0,55.0,25.0,2504.0,1.0,2.0,Nasarawa,5,4,0,0,1,20000.0,0.8,5,2,2,1,1,42,9,20.0,125500.0,7,0,0.0
250017,5,1,0,5,5,1,5,5,1,1,1,1,5.0,5.0,1.0,2.0,60.0,25.0,2504.0,1.0,2.0,Nasarawa,5,4,0,0,1,45000.0,0.8,5,5,4,1,1,42,8,18.0,217500.0,7,1,684000.0
250018,11,2,5,11,11,1,3,1,2,1,1,1,14.0,14.0,1.0,1.0,46.0,25.0,2504.0,1.0,2.0,Nasarawa,18,12,1,0,4,540000.0,0.6666666666666666,15,8,1,1,1,42,6,28.0,314500.0,7,0,0.0
250019,4,0,0,4,4,0,3,0,0,1,0,0,8.0,8.0,1.0,1.0,57.0,25.0,2504.0,1.0,2.0,Nasarawa,7,6,0,0,2,50000.0,0.8571428571428571,6,3,3,1,1,42,10,23.0,384700.0,7,0,0.0
250020,4,1,0,4,4,1,4,0,0,1,0,0,8.0,8.0,1.0,1.0,53.0,25.0,2504.0,1.0,2.0,Nasarawa,7,5,0,0,0,0.0,0.7142857142857143,6,3,1,1,1,42,10,22.0,1022000.0,7,0,0.0
259001,7,0,0,7,7,0,1,0,0,1,0,0,12.0,12.0,1.0,1.0,45.0,25.0,2503.0,1.0,2.0,Nasarawa,12,7,0,0,1,10000.0,0.5833333333333334,10,5,3,1,1,42,7,20.0,231500.0,7,0,0.0
259002,3,0,0,3,3,0,1,0,0,1,0,0,8.0,8.0,1.0,1.0,39.0,25.0,2503.0,1.0,2.0,Nasarawa,8,3,0,0,3,335000.0,0.375,4,3,1,1,1,42,11,26.0,537000.0,7,0,0.0
259003,5,0,1,5,5,1,3,0,0,1,0,0,7.0,7.0,1.0,1.0,46.0,25.0,2503.0,1.0,2.0,Nasarawa,8,4,0,0,1,30000.0,0.5,6,4,0,1,0,42,6,17.0,44800.0,7,0,0.0
259004,4,0,0,4,4,0,3,0,0,1,0,0,4.0,4.0,1.0,1.0,55.0,25.0,2503.0,1.0,2.0,Nasarawa,4,4,0,0,4,97000.0,1.0,4,4,2,1,1,42,9,22.0,288500.0,7,0,0.0
259007,4,0,0,4,4,0,1,0,0,1,0,0,8.0,8.0,1.0,1.0,40.0,25.0,2503.0,1.0,2.0,Nasarawa,5,4,0,0,1,25000.0,0.8,4,3,0,1,0,42,7,15.0,198000.0,7,0,0.0
259008,2,0,0,2,2,0,2,0,0,1,0,0,6.0,6.0,1.0,1.0,36.0,25.0,2503.0,1.0,2.0,Nasarawa,5,2,0,0,1,10000.0,0.4,3,2,0,1,0,42,4,9.0,61000.0,7,0,0.0
259009,3,0,0,3,3,0,2,0,0,1,0,0,4.0,4.0,2.0,2.0,57.0,25.0,2503.0,1.0,2.0,Nasarawa,4,4,0,0,1,100000.0,1.0,4,2,1,1,1,42,5,12.0,103500.0,7,0,0.0
259010,3,0,0,3,3,0,3,0,0,1,0,0,3.0,3.0,1.0,1.0,31.0,25.0,2503.0,1.0,2.0,Nasarawa,5,3,0,0,2,40000.0,0.6,3,3,3,1,1,42,10,20.0,266500.0,7,0,0.0
259011,3,0,0,3,3,0,1,0,0,1,0,0,4.0,4.0,1.0,1.0,31.0,25.0,2503.0,1.0,2.0,Nasarawa,3,2,0,0,2,62000.0,0.6666666666666666,3,3,2,1,1,42,15,20.0,958000.0,7,1,500000.0
259012,2,0,0,2,2,0,1,0,0,1,0,0,5.0,5.0,1.0,1.0,39.0,25.0,2503.0,1.0,2.0,Nasarawa,3,2,0,0,1,46000.0,0.6666666666666666,2,2,1,1,1,42,5,6.0,317500.0,7,0,0.0
260051,3,0,0,3,3,0,1,1,0,1,1,0,2.0,2.0,1.0,1.0,88.0,26.0,2615.0,1.0,2.0,Niger,3,1,0,0,1,120000.0,0.3333333333333333,3,0,0,0,0,42,3,4.0,7200.0,7,0,0.0
260052,4,0,0,4,4,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,88.0,26.0,2615.0,1.0,2.0,Niger,4,1,0,0,1,0.0,0.25,4,0,0,0,0,42,3,7.0,27000.0,7,0,0.0
260053,4,1,1,4,4,1,1,1,0,1,1,0,4.0,4.0,1.0,1.0,77.0,26.0,2615.0,1.0,2.0,Niger,4,3,0,0,0,0.0,0.75,4,1,0,1,0,42,2,5.0,14800.0,7,0,0.0
260054,6,0,0,6,6,0,0,0,0,0,0,0,6.0,6.0,1.0,1.0,64.0,26.0,2615.0,1.0,2.0,Niger,6,5,0,0,0,0.0,0.8333333333333334,6,2,0,1,0,42,5,13.0,110500.0,7,0,0.0
260055,5,0,0,5,5,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,45.0,26.0,2615.0,1.0,2.0,Niger,5,3,0,0,3,0.0,0.6,5,0,0,0,0,42,2,7.0,24400.0,7,0,0.0
260056,4,0,1,4,4,1,0,0,0,0,0,0,4.0,4.0,1.0,1.0,52.0,26.0,2615.0,1.0,2.0,Niger,4,2,0,0,0,0.0,0.5,4,0,0,0,0,42,5,10.0,34900.0,7,1,25000.0
260057,8,0,0,8,8,0,0,0,0,0,0,0,16.0,16.0,1.0,1.0,65.0,26.0,2615.0,1.0,2.0,Niger,16,5,0,0,2,5700.0,0.3125,10,2,0,1,0,42,1,10.0,300.0,7,0,0.0
260058,4,0,0,4,4,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,84.0,26.0,2615.0,1.0,2.0,Niger,4,2,0,0,1,350000.0,0.5,4,2,0,1,0,42,3,7.0,15700.0,7,0,0.0
260059,2,0,0,2,2,0,0,0,0,0,0,0,2.0,2.0,1.0,1.0,43.0,26.0,2615.0,1.0,2.0,Niger,2,0,0,0,0,0.0,0.0,2,0,0,0,0,42,2,4.0,9000.0,7,0,0.0
260060,3,0,0,3,3,0,0,0,0,0,0,0,6.0,6.0,1.0,1.0,36.0,26.0,2615.0,1.0,2.0,Niger,5,5,0,0,3,304000.0,1.0,4,0,0,0,0,42,1,10.0,300.0,7,0,0.0
260081,4,1,1,4,4,1,1,0,1,1,0,1,8.0,8.0,1.0,1.0,60.0,26.0,2611.0,1.0,2.0,Niger,8,7,0,0,3,63000.0,0.875,6,6,0,1,0,42,4,9.0,98500.0,7,0,0.0
260082,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,64.0,26.0,2611.0,1.0,2.0,Niger,1,1,0,0,0,0.0,1.0,1,0,0,0,0,42,2,2.0,3200.0,7,0,0.0
260083,6,1,1,6,6,1,1,1,1,1,1,1,7.0,7.0,1.0,1.0,50.0,26.0,2611.0,1.0,2.0,Niger,10,1,0,0,1,30000.0,0.1,7,7,0,1,0,42,3,12.0,45800.0,7,0,0.0
260084,1,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,5.0,1.0,21.0,26.0,2611.0,1.0,2.0,Niger,1,1,0,0,1,220000.0,1.0,1,1,0,1,0,42,4,8.0,26000.0,7,0,0.0
260085,3,1,1,3,3,1,1,1,1,1,1,1,3.0,3.0,1.0,1.0,33.0,26.0,2611.0,1.0,2.0,Niger,3,3,0,0,0,0.0,1.0,3,2,0,1,0,42,2,3.0,8700.0,7,0,0.0
260086,3,0,0,3,3,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,59.0,26.0,2611.0,1.0,2.0,Niger,3,3,0,0,3,640000.0,1.0,3,3,0,1,0,42,3,8.0,18400.0,7,0,0.0
260087,6,1,1,6,6,1,1,1,1,1,1,1,6.0,6.0,1.0,1.0,63.0,26.0,2611.0,1.0,2.0,Niger,6,4,1,0,5,133000.0,0.6666666666666666,6,3,0,1,0,42,4,10.0,36700.0,7,0,0.0
260088,2,0,0,2,2,0,0,1,0,0,1,0,1.0,1.0,2.0,1.0,29.0,26.0,2611.0,1.0,2.0,Niger,2,2,0,0,2,360000.0,1.0,2,2,0,1,0,42,5,9.0,93500.0,7,0,0.0
260089,2,1,2,2,2,1,0,2,2,0,1,1,6.0,6.0,1.0,1.0,57.0,26.0,2611.0,1.0,2.0,Niger,5,5,0,0,2,95000.0,1.0,3,3,0,1,0,42,5,11.0,98500.0,7,0,0.0
260090,5,1,1,5,5,1,1,1,1,1,1,1,5.0,5.0,1.0,1.0,50.0,26.0,2611.0,1.0,2.0,Niger,6,2,0,0,0,0.0,0.3333333333333333,5,2,0,1,0,42,6,15.0,109880.0,7,0,0.0
260111,3,3,1,3,3,1,0,0,3,0,0,1,3.0,3.0,2.0,1.0,22.0,26.0,2603.0,1.0,1.0,Niger,3,2,0,0,3,21500.0,0.6666666666666666,3,2,0,1,0,42,7,12.0,35700.0,7,0,0.0
260112,7,0,0,7,7,0,3,3,0,1,1,0,10.0,10.0,1.0,1.0,52.0,26.0,2603.0,1.0,1.0,Niger,9,2,0,0,2,65000.0,0.2222222222222222,7,6,6,1,1,42,10,24.0,1695500.0,7,0,0.0
260113,4,2,2,4,4,1,2,3,1,1,1,1,4.0,4.0,1.0,1.0,44.0,26.0,2603.0,1.0,1.0,Niger,4,1,0,0,1,52000.0,0.25,4,3,2,1,1,42,12,18.0,487500.0,7,1,624000.0
260114,4,1,0,4,4,1,1,1,1,1,1,1,8.0,8.0,1.0,1.0,53.0,26.0,2603.0,1.0,1.0,Niger,8,1,0,0,1,185000.0,0.125,6,3,1,1,1,42,8,32.0,910300.0,7,0,0.0
260115,4,0,0,4,4,0,0,1,0,0,1,0,4.0,4.0,2.0,2.0,50.0,26.0,2603.0,1.0,1.0,Niger,4,3,0,0,3,107000.0,0.75,4,3,0,1,0,42,7,14.0,209300.0,7,1,4000.0
260116,6,3,1,6,6,1,3,0,1,1,0,1,11.0,11.0,1.0,1.0,42.0,26.0,2603.0,1.0,1.0,Niger,11,4,0,0,2,38000.0,0.36363636363636365,10,5,1,1,1,42,14,36.0,391500.0,7,2,180000.0
260117,6,0,0,6,6,0,1,1,0,1,1,0,10.0,10.0,1.0,1.0,68.0,26.0,2603.0,1.0,1.0,Niger,10,3,0,0,2,114000.0,0.3,7,7,3,1,1,42,11,27.0,196050.0,7,0,0.0
260118,2,0,0,2,2,0,0,0,0,0,0,0,2.0,2.0,1.0,1.0,43.0,26.0,2603.0,1.0,1.0,Niger,2,1,0,0,1,3000.0,0.5,2,1,0,1,0,42,3,9.0,35000.0,7,0,0.0
260119,4,2,2,4,4,1,2,1,2,1,1,1,4.0,4.0,1.0,1.0,69.0,26.0,2603.0,1.0,1.0,Niger,4,1,2,0,3,40000.0,0.25,4,4,2,1,1,42,13,33.0,200600.0,7,0,0.0
260120,3,0,2,3,3,1,2,2,2,1,1,1,3.0,3.0,2.0,2.0,37.0,26.0,2603.0,1.0,1.0,Niger,3,2,0,0,2,23000.0,0.6666666666666666,3,3,1,1,1,42,8,15.0,179060.0,7,0,0.0
260151,4,0,0,4,4,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,73.0,26.0,2613.0,1.0,2.0,Niger,4,2,0,0,1,270000.0,0.5,4,2,0,1,0,42,4,8.0,194500.0,7,0,0.0
260152,6,0,0,6,6,0,0,0,0,0,0,0,11.0,11.0,1.0,1.0,85.0,26.0,2613.0,1.0,2.0,Niger,10,4,0,0,0,0.0,0.4,9,2,0,1,0,42,6,20.0,320200.0,7,0,0.0
260153,8,2,1,8,8,1,2,2,1,1,1,1,8.0,8.0,1.0,1.0,82.0,26.0,2613.0,1.0,2.0,Niger,8,2,0,0,1,220000.0,0.25,8,5,2,1,1,42,16,45.0,1487200.0,7,1,170000.0
260154,3,0,0,3,3,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,50.0,26.0,2613.0,1.0,2.0,Niger,3,2,0,0,2,500000.0,0.6666666666666666,3,1,0,1,0,42,5,11.0,171500.0,7,0,0.0
260155,3,0,0,3,3,0,0,0,0,0,0,0,10.0,10.0,1.0,1.0,78.0,26.0,2613.0,1.0,2.0,Niger,10,3,0,0,1,150000.0,0.3,9,3,0,1,0,42,5,16.0,128300.0,7,0,0.0
260156,3,0,0,3,3,0,0,0,0,0,0,0,8.0,8.0,1.0,1.0,45.0,26.0,2613.0,1.0,2.0,Niger,6,1,0,1,1,250000.0,0.16666666666666666,5,2,0,1,0,42,6,12.0,360000.0,7,0,0.0
260157,5,1,3,5,5,1,2,2,3,1,1,1,4.0,4.0,1.0,1.0,63.0,26.0,2613.0,1.0,2.0,Niger,5,5,0,0,3,33000.0,1.0,5,5,0,1,0,42,8,16.0,82300.0,7,1,9500.0
260158,8,1,4,8,8,1,0,1,3,0,1,1,8.0,8.0,1.0,1.0,51.0,26.0,2613.0,1.0,2.0,Niger,8,8,0,0,1,6000.0,1.0,8,6,0,1,0,42,9,24.0,98300.0,7,2,11500.0
260159,4,0,0,4,4,0,0,0,0,0,0,0,7.0,7.0,1.0,1.0,55.0,26.0,2613.0,1.0,2.0,Niger,7,2,0,0,0,0.0,0.2857142857142857,6,2,0,1,0,42,5,12.0,141000.0,7,0,0.0
260160,5,0,1,5,5,1,1,2,1,1,1,1,5.0,5.0,1.0,1.0,68.0,26.0,2613.0,1.0,2.0,Niger,5,1,0,0,0,0.0,0.2,5,5,0,1,0,42,9,20.0,216900.0,7,0,0.0
260161,1,0,0,1,1,0,0,0,0,0,0,0,4.0,4.0,2.0,2.0,53.0,26.0,2616.0,1.0,2.0,Niger,2,1,0,0,0,0.0,0.5,1,1,0,1,0,42,3,5.0,29100.0,7,0,0.0
260162,6,0,0,6,6,0,0,0,0,0,0,0,8.0,8.0,1.0,1.0,56.0,26.0,2616.0,1.0,2.0,Niger,8,1,0,0,1,170000.0,0.125,8,2,0,1,0,42,6,16.0,63700.0,7,0,0.0
260163,5,0,4,5,5,1,0,0,0,0,0,0,5.0,5.0,1.0,1.0,67.0,26.0,2616.0,1.0,2.0,Niger,5,4,0,0,1,35000.0,0.8,5,3,0,1,0,42,6,14.0,48900.0,7,0,0.0
260164,4,0,0,4,4,0,0,0,0,0,0,0,6.0,6.0,1.0,1.0,57.0,26.0,2616.0,1.0,2.0,Niger,6,4,0,0,4,722000.0,0.6666666666666666,6,2,0,1,0,42,4,15.0,29800.0,7,0,0.0
260165,2,0,0,2,2,0,0,0,0,0,0,0,3.0,3.0,1.0,1.0,39.0,26.0,2616.0,1.0,2.0,Niger,3,2,0,0,0,0.0,0.6666666666666666,3,3,0,1,0,42,4,8.0,123880.0,7,0,0.0
260166,7,0,3,7,7,1,0,0,0,0,0,0,7.0,7.0,1.0,1.0,84.0,26.0,2616.0,1.0,2.0,Niger,7,5,0,0,2,35000.0,0.7142857142857143,7,7,0,1,0,42,7,18.0,62600.0,7,0,0.0
260167,4,0,0,4,4,0,0,0,0,0,0,0,9.0,9.0,1.0,1.0,33.0,26.0,2616.0,1.0,2.0,Niger,9,3,0,0,2,1000000.0,0.3333333333333333,7,1,0,1,0,42,4,15.0,35500.0,7,0,0.0
260168,5,1,1,5,5,1,2,2,2,1,1,1,5.0,5.0,1.0,1.0,56.0,26.0,2616.0,1.0,2.0,Niger,5,3,0,0,1,250000.0,0.6,5,3,1,1,1,42,5,17.0,184300.0,7,0,0.0
260169,3,0,0,3,3,0,0,0,0,0,0,0,7.0,7.0,1.0,1.0,64.0,26.0,2616.0,1.0,2.0,Niger,4,2,0,0,0,0.0,0.5,3,3,0,1,0,42,3,9.0,114450.0,7,0,0.0
260170,5,0,0,5,5,0,0,0,0,0,0,0,5.0,5.0,2.0,2.0,46.0,26.0,2616.0,1.0,2.0,Niger,5,4,0,0,1,270000.0,0.8,5,2,0,1,0,42,3,10.0,45700.0,7,0,0.0
269001,4,0,0,4,4,0,1,1,0,1,1,0,5.0,5.0,1.0,1.0,47.0,26.0,2603.0,1.0,1.0,Niger,4,2,0,0,2,45000.0,0.5,4,1,0,1,0,42,9,21.0,78500.0,7,0,0.0
269002,5,3,1,5,5,1,2,5,2,1,1,1,5.0,5.0,1.0,1.0,68.0,26.0,2609.0,1.0,1.0,Niger,5,4,0,1,5,202000.0,0.8,5,5,3,1,1,42,10,24.0,483800.0,7,0,0.0
269004,2,1,1,2,2,1,1,1,1,1,1,1,6.0,6.0,1.0,1.0,32.0,26.0,2603.0,1.0,1.0,Niger,5,2,0,0,2,12000.0,0.4,2,2,0,1,0,42,12,18.0,66000.0,7,2,42000.0
269005,5,2,2,5,5,1,2,2,2,1,1,1,8.0,8.0,107.0,1.0,46.0,26.0,2603.0,1.0,1.0,Niger,8,1,0,0,1,7000.0,0.125,7,3,2,1,1,42,9,27.0,1271000.0,7,1,40000.0
269006,3,0,1,3,3,1,1,1,0,1,1,0,6.0,6.0,1.0,1.0,39.0,26.0,2603.0,1.0,1.0,Niger,6,1,0,0,1,15000.0,0.16666666666666666,6,6,5,1,1,42,9,16.0,229700.0,7,0,0.0
269007,4,0,0,4,4,0,1,1,0,1,1,0,9.0,9.0,1.0,1.0,47.0,26.0,2603.0,1.0,1.0,Niger,9,2,0,0,2,50000.0,0.2222222222222222,7,2,1,1,1,42,4,10.0,139600.0,7,0,0.0
269009,6,1,0,6,6,1,2,1,1,1,1,1,10.0,10.0,1.0,1.0,76.0,26.0,2603.0,1.0,1.0,Niger,9,0,0,0,0,0.0,0.0,9,2,1,1,1,42,2,7.0,110000.0,7,1,575000.0
269010,2,2,2,2,2,1,2,1,1,1,1,1,2.0,2.0,1.0,1.0,70.0,26.0,2603.0,1.0,1.0,Niger,2,2,0,0,2,12000.0,1.0,2,2,0,1,0,42,13,21.0,129400.0,7,0,0.0
269011,2,0,2,2,2,1,2,2,1,1,1,1,5.0,5.0,1.0,1.0,35.0,26.0,2603.0,1.0,1.0,Niger,5,2,0,0,2,15000.0,0.4,3,3,3,1,1,42,12,20.0,315600.0,7,0,0.0
269012,3,0,1,3,3,1,1,1,0,1,1,0,5.0,5.0,1.0,1.0,46.0,26.0,2603.0,1.0,1.0,Niger,5,1,0,0,1,30000.0,0.2,5,5,0,1,0,42,10,20.0,189650.0,7,0,0.0
269013,5,0,0,5,5,0,0,0,0,0,0,0,6.0,6.0,1.0,1.0,58.0,26.0,2604.0,1.0,2.0,Niger,6,3,0,0,2,300000.0,0.5,6,3,0,1,0,42,6,14.0,216000.0,7,0,0.0
269014,4,0,0,4,4,0,0,0,0,0,0,0,4.0,4.0,1.0,1.0,53.0,26.0,2604.0,1.0,2.0,Niger,5,3,0,0,0,0.0,0.6,5,2,0,1,0,42,6,11.0,166300.0,7,0,0.0
269015,3,0,3,3,3,1,0,0,0,0,0,0,3.0,3.0,1.0,1.0,68.0,26.0,2604.0,1.0,2.0,Niger,3,3,0,0,0,0.0,1.0,3,3,0,1,0,42,10,18.0,85700.0,7,0,0.0
269017,6,0,6,6,6,1,0,2,3,0,1,1,7.0,7.0,1.0,1.0,42.0,26.0,2604.0,1.0,2.0,Niger,7,7,0,0,0,0.0,1.0,6,6,0,1,0,42,12,25.0,191300.0,7,0,0.0
269018,7,0,5,7,7,1,0,0,0,0,0,0,9.0,9.0,1.0,1.0,54.0,26.0,2604.0,1.0,2.0,Niger,8,7,0,0,0,0.0,0.875,7,7,0,1,0,42,11,36.0,176800.0,7,1,8000.0
269019,5,0,0,5,5,0,0,0,0,0,0,0,21.0,21.0,1.0,1.0,41.0,26.0,2604.0,1.0,2.0,Niger,15,5,0,0,0,0.0,0.3333333333333333,9,1,0,1,0,42,3,19.0,30300.0,7,0,0.0
269020,2,0,0,2,2,0,0,0,0,0,0,0,2.0,2.0,1.0,1.0,29.0,26.0,2604.0,1.0,2.0,Niger,2,2,0,0,2,465000.0,1.0,2,1,0,1,0,42,3,7.0,70500.0,7,0,0.0
269021,9,0,0,9,9,0,0,0,0,0,0,0,19.0,19.0,1302.0,1.0,35.0,26.0,2604.0,1.0,2.0,Niger,14,2,0,0,1,220000.0,0.14285714285714285,11,1,0,1,0,42,6,26.0,73300.0,7,0,0.0
269023,4,0,0,4,4,0,0,0,0,0,0,0,6.0,6.0,1.0,1.0,45.0,26.0,2604.0,1.0,2.0,Niger,6,5,0,0,0,0.0,0.8333333333333334,6,6,0,1,0,42,5,14.0,66650.0,7,0,0.0
269024,2,0,0,2,2,0,0,0,0,0,0,0,6.0,6.0,1.0,1.0,41.0,26.0,2604.0,1.0,2.0,Niger,5,2,0,0,0,0.0,0.4,3,3,0,1,0,42,4,9.0,69100.0,7,0,0.0
